Project URL,SHA Detected,Pytest Test Name (PathToFile::TestClass::TestMethod or PathToFile::TestMethod),Category,Status,PR Link,Notes
https://github.com/aluttik/kitsune,43824cccf46f433a71b30a7febc0e3500b831067,tests/test_kitsune.py::test_kitsune_printer_plain,NIO,Unmaintained,,latest commit 2018/11/19
https://github.com/aluttik/kitsune,43824cccf46f433a71b30a7febc0e3500b831067,tests/test_kitsune.py::test_kitsune_printer_plain tests/test_kitsune.py::test_kitsune_printer_rainbow,,Unmaintained,,pytest --flake-finder --flake-runs=2;latest commit 2018/11/19
https://github.com/apache/beam,faae168fa34e97475df70b707f4df91c4946c6ca,sdks/python/apache_beam/runners/portability/portable_runner_test.py::PortableRunnerTest::test_assert_that,OD,Accepted,https://github.com/apache/beam/pull/36485,Repo recommend by GPT
https://github.com/AshtonUPS/Py-MI-PS,e43c2b4df2b59362c147024840bf541bb767ffd7,src/PyMIPS/tests/register_test.py,NIO,Open,https://github.com/AshtonUPS/Py-MI-PS/pull/23,RepoDeleted
https://github.com/AshtonUPS/Py-MI-PS,2d22327c75bac1b58a4804a61e7a703ecc5ba978,src/PyMIPS/tests/register_test.py::test_setting_to_num,NIO,Opened,https://github.com/AshtonUPS/Py-MI-PS/pull/22,RepoDeleted
https://github.com/AshtonUPS/Py-MI-PS,2d22327c75bac1b58a4804a61e7a703ecc5ba978,src/PyMIPS/tests/register_test.py::test_setting_to_num,OD-Vic,RepoDeleted,,
https://github.com/attzonko/mmpy_bot,4faa19a9e04c75af94c45c24dbd0c9d9ecb867d4,tests/unit_tests/test_scheduler.py::test_add_onetime_job_without_trigger_time,OD-Vic,Deleted,,Deleted in commit 8bba73afdd0dc3ce01c8b0599e59aa5688faf281
https://github.com/attzonko/mmpy_bot,4faa19a9e04c75af94c45c24dbd0c9d9ecb867d4,tests/unit_tests/test_scheduler.py::test_add_onetime_job_with_trigger_time,OD-Vic,Deleted,,Deleted in commit 8bba73afdd0dc3ce01c8b0599e59aa5688faf281
https://github.com/AuraiProject/freesia,16834c17725edac74eb50fc5ce2ff1db6f3f4840,tests/test_route.py::RouteTestCase::test_url_match,OD-Brit,Unmaintained,,latest commit 2019/04/30
https://github.com/avature/confight,be2d162c99cc3c709289913de137f8d8bfbd35d5,test_confight.py::TestLoad::test_it_should_load_and_merge_lists_of_paths,OD-Vic,,,
https://github.com/bazaar-projects/docopt-ng,bbed40a2335686d2e14ac0e6c3188374dc4784da,tests/test_docopt_ng.py::test_docopt_ng_more_magic_global_arguments_and_dot_access,NIO,Opened,https://github.com/jazzband/docopt-ng/pull/20,
https://github.com/benchmark-urbanism/cityseer-api,7177d53256e24186329a95b5af712fc6a59ef4d9,cityseer-api/tests/algos/test_centrality.py::test_local_centrality_time,,,,pytest on univerisity VM
https://github.com/benjaminp/six,c0be8815d13df45b6ae471c4c436cce8c192245d,test_six.py::test_lazy,NIO,,,
https://github.com/benjaminp/six,c0be8815d13df45b6ae471c4c436cce8c192245d,test_six.py::test_lazy,OD-Vic,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_http_test.py::TestHttpClientApiMethods::testGetAvailableAnimations,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_http_test.py::TestHttpClientApiMethods::testGetAvailableHandlers,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_http_test.py::TestHttpClientApiMethods::testGetAvailableMotorRegisters,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_http_test.py::TestHttpClientApiMethods::testGetAvailableSounds,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_http_test.py::TestHttpClientApiMethods::testGetMotorRegister,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_http_test.py::TestHttpClientApiMethods::testGetMotorRegisterRange,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_http_test.py::TestHttpClientApiMethods::testMoveMotorInDirection,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_http_test.py::TestHttpClientApiMethods::testMoveMotorInTime,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_http_test.py::TestHttpClientApiMethods::testMoveMotorToPosition,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_http_test.py::TestHttpClientApiMethods::testPauseAnimation,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_http_test.py::TestHttpClientApiMethods::testPauseAudio,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_http_test.py::TestHttpClientApiMethods::testPlayAnimation,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_http_test.py::TestHttpClientApiMethods::testPlayAudio,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_http_test.py::TestHttpClientApiMethods::testResumeAnimation,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_http_test.py::TestHttpClientApiMethods::testResumeAudio,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_http_test.py::TestHttpClientApiMethods::testSetMotorRegister,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_http_test.py::TestHttpClientApiMethods::testStopAnimation,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_http_test.py::TestHttpClientApiMethods::testStopAudio,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_tcp_test.py::TestTcpClientApiMethods::testGetAvailableAnimations,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_tcp_test.py::TestTcpClientApiMethods::testGetAvailableHandlers,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_tcp_test.py::TestTcpClientApiMethods::testGetAvailableMotorRegisters,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_tcp_test.py::TestTcpClientApiMethods::testGetAvailableSounds,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_tcp_test.py::TestTcpClientApiMethods::testGetMotorRegister,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_tcp_test.py::TestTcpClientApiMethods::testGetMotorRegisterRange,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_tcp_test.py::TestTcpClientApiMethods::testMoveMotorInDirection,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_tcp_test.py::TestTcpClientApiMethods::testMoveMotorInTime,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_tcp_test.py::TestTcpClientApiMethods::testMoveMotorToPosition,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_tcp_test.py::TestTcpClientApiMethods::testPauseAnimation,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_tcp_test.py::TestTcpClientApiMethods::testPauseAudio,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_tcp_test.py::TestTcpClientApiMethods::testPlayAnimation,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_tcp_test.py::TestTcpClientApiMethods::testPlayAudio,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_tcp_test.py::TestTcpClientApiMethods::testResumeAnimation,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_tcp_test.py::TestTcpClientApiMethods::testResumeAudio,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_tcp_test.py::TestTcpClientApiMethods::testSetMotorRegister,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_tcp_test.py::TestTcpClientApiMethods::testStopAnimation,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_tcp_test.py::TestTcpClientApiMethods::testStopAudio,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_udp_test.py::TestUdpClientApiMethods::testGetAvailableAnimations,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_udp_test.py::TestUdpClientApiMethods::testGetAvailableHandlers,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_udp_test.py::TestUdpClientApiMethods::testGetAvailableMotorRegisters,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_udp_test.py::TestUdpClientApiMethods::testGetAvailableSounds,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_udp_test.py::TestUdpClientApiMethods::testGetMotorRegister,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_udp_test.py::TestUdpClientApiMethods::testMoveMotorInDirection,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_udp_test.py::TestUdpClientApiMethods::testMoveMotorInTime,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_udp_test.py::TestUdpClientApiMethods::testMoveMotorToPosition,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_udp_test.py::TestUdpClientApiMethods::testPauseAnimation,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_udp_test.py::TestUdpClientApiMethods::testPauseAudio,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_udp_test.py::TestUdpClientApiMethods::testPlayAnimation,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_udp_test.py::TestUdpClientApiMethods::testPlayAudio,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_udp_test.py::TestUdpClientApiMethods::testResumeAnimation,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_udp_test.py::TestUdpClientApiMethods::testResumeAudio,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_udp_test.py::TestUdpClientApiMethods::testSetMotorRegister,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_udp_test.py::TestUdpClientApiMethods::testStopAnimation,NOD,,,
https://github.com/bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,butter/mas/tests/clients/client_udp_test.py::TestUdpClientApiMethods::testStopAudio,NOD,,,
https://github.com/bmweiner/skillful,8646f54faf62cb63f165f7699b8ace5b4a08233c,skillful/tests/test_controller.py::TestSkill::test_process,OD-Vic,Unmaintained,,latest commit 2017/05/15
https://github.com/bmweiner/skillful,8646f54faf62cb63f165f7699b8ace5b4a08233c,skillful/tests/test_controller.py::TestSkill::test_process_end,OD-Vic,Unmaintained,,latest commit 2017/05/15
https://github.com/bpepple/metron-tagger,2be176293218fa101dd84c95c72b8ae646b2731a,tests/test_taggerlib_filesorter.py::test_sort_comic,NIO,Accepted,https://github.com/bpepple/metron-tagger/pull/46,
https://github.com/brightway-lca/stats_arrays, 3d3480d064365571e64e736dcbd778badb1210db,extreme.py::GeneralizedExtremeValueUncertaintyTestCase::test_random_variables,OD,Opened,https://github.com/brightway-lca/stats_arrays/pull/10,
https://github.com/brightway-lca/stats_arrays, 3d3480d064365571e64e736dcbd778badb1210db,gama.py::GeneralizedExtremeValueUncertaintyTestCase::pretty_close,OD,Opened,https://github.com/brightway-lca/stats_arrays/pull/10,
https://github.com/brightway-lca/stats_arrays, 3d3480d064365571e64e736dcbd778badb1210db,student.py::GeneralizedExtremeValueUncertaintyTestCase::test_scale_matters/pretty_close,OD,Opened,https://github.com/brightway-lca/stats_arrays/pull/10,
https://github.com/Burnysc2/python-sc2,78d2ebe5c87aa9abc1e8a505f095ccd5e9dec358,test/test_pickled_data.py::test_bot_ai,NIO,Accepted,https://github.com/BurnySc2/python-sc2/pull/109,
https://github.com/butla/mountepy,796595f0011cc4a62cd7796dd71c3681008a4731,tests/test_http_service.py::test_service_env_from_parent,,Unmaintained,,pytest --flake-finder --flake-runs=2;latest commit 2019/01/30
https://github.com/bwohlberg/sporco,efd9237ec0d254e2ff630ad0ac17eb8dc566c586,tests/test_plot.py::TestSet01::test_09,OD-Vic,,,
https://github.com/cahoy/NestedDictionary,881f0ea8af36a60fcd1b9d7a84b1aec4cd7072b2,easy_dict/tests/test_01_default.py::test_del,,Unmaintained,,pytest --flake-finder --flake-runs=2 or pytest --randomly-seed=1234;latest commit 2016/06/24
https://github.com/cahoy/NestedDictionary,881f0ea8af36a60fcd1b9d7a84b1aec4cd7072b2,easy_dict/tests/test_01_default.py::test_del,OD-Brit,Unmaintained,,latest commit 2016/06/24
https://github.com/casamagalhaes/panamah-sdk-python,746f3fb7ebcf01810917bf9afa8e7ff5a4efad21,tests/test_processor.py::TestStream::test_expiration_by_max_age,NOD,RepoArchived,,
https://github.com/casamagalhaes/panamah-sdk-python,746f3fb7ebcf01810917bf9afa8e7ff5a4efad21,tests/test_processor.py::TestStream::test_expiration_by_max_length,NOD,RepoArchived,,
https://github.com/casamagalhaes/panamah-sdk-python,746f3fb7ebcf01810917bf9afa8e7ff5a4efad21,tests/test_processor.py::TestStream::test_expiration_by_max_size,NOD,RepoArchived,,
https://github.com/casamagalhaes/panamah-sdk-python,746f3fb7ebcf01810917bf9afa8e7ff5a4efad21,tests/test_processor.py::TestStream::test_get_pending_resources,NOD,RepoArchived,,
https://github.com/casamagalhaes/panamah-sdk-python,746f3fb7ebcf01810917bf9afa8e7ff5a4efad21,tests/test_processor.py::TestStream::test_initialization_and_accumulation,OD-Vic,RepoArchived,,
https://github.com/casamagalhaes/panamah-sdk-python,746f3fb7ebcf01810917bf9afa8e7ff5a4efad21,tests/test_processor.py::TestStream::test_recover_failures,NOD,RepoArchived,,
https://github.com/casamagalhaes/panamah-sdk-python,746f3fb7ebcf01810917bf9afa8e7ff5a4efad21,tests/test_processor.py::TestStream::test_requesting_pending_resources,NOD,RepoArchived,,
https://github.com/casamagalhaes/panamah-sdk-python,746f3fb7ebcf01810917bf9afa8e7ff5a4efad21,tests/test_stream.py::TestStream::test_events,NOD,RepoArchived,,
https://github.com/cbornet/python-httpproblem,0b08139277e9cba02339eeb0996c0910d047274a,tests/test_problem.py::test_exception_to_http_response,OD-Vic,Unmaintained,,latest commit 2020/12/17
https://github.com/cbornet/python-httpproblem,0b08139277e9cba02339eeb0996c0910d047274a,tests/test_problem.py::test_exception_to_http_response_with_global_traceback,OD-Vic,Unmaintained,,latest commit 2020/12/17
https://github.com/cbornet/python-httpproblem,0b08139277e9cba02339eeb0996c0910d047274a,tests/test_problem.py::test_exception_to_http_response_with_traceback_param,OD-Vic,Unmaintained,,latest commit 2020/12/17
https://github.com/cbornet/python-httpproblem,0b08139277e9cba02339eeb0996c0910d047274a,tests/test_problem.py::test_problem_http_response[1000-test_title-test_detail-test_type-test_instance-headers0-kwargs0-expected_body0-expected_headers0],OD-Vic,Unmaintained,,latest commit 2020/12/17
https://github.com/cbornet/python-httpproblem,0b08139277e9cba02339eeb0996c0910d047274a,tests/test_problem.py::test_problem_http_response[None-None-None-None-None-headers2-kwargs2-expected_body2-expected_headers2],OD-Vic,Unmaintained,,latest commit 2020/12/17
https://github.com/cbornet/python-httpproblem,0b08139277e9cba02339eeb0996c0910d047274a,tests/test_problem.py::test_problem_http_response[None-None-None-None-None-headers3-kwargs3-expected_body3-expected_headers3],OD-Vic,Unmaintained,,latest commit 2020/12/17
https://github.com/cbornet/python-httpproblem,0b08139277e9cba02339eeb0996c0910d047274a,tests/test_problem.py::test_problem_http_response[None-None-None-None-None-None-kwargs1-expected_body1-expected_headers1],OD-Vic,Unmaintained,,latest commit 2020/12/17
https://github.com/cbsinteractive/elemental,ca570c9f5fc43e20a4db23fc0137380f87be63f0,elemental/client_test.py::test_send_request_should_call_request_as_expected,OD-Vic,RepoArchived,,
https://github.com/cdent/gabbi,8fbd5473efa2dbb65f327f823d66cb0c76931288,gabbi/tests/test_inner_fixture.py::test_pytest,,,,pytest --flake-finder --flake-runs=2
https://github.com/cesar-rodriguez/terrascan,fd4ca9d23e694185fd5cb9ddf357b52b15adc6ca,tests/test_terrascan.py::test_success,OD-Vic,,,
https://github.com/chakki-works/chazutsu,52b2f8acaac1b6c7eab97dded1a1757d3adcefa7,tests/test_movie_review.py::test_download,NOD,Open,https://github.com/chakki-works/chazutsu/pull/13,
https://github.com/chaosmail/python-fs,19597eeff0c5fdfaef59bb5b9c15ce9f58476bfc,fs/tests/test_addpath.py::test_addpath,NIO,Open,https://github.com/chaosmail/python-fs/pull/12,
https://github.com/chaosmail/python-fs,2567922ced9387e327e65f3244caff3b7af35684,fs/tests/test_addpath.py::test_addpath,NIO,Unmaintained,,latest commit 2022/02/27
https://github.com/chaosmail/python-fs,2567922ced9387e327e65f3244caff3b7af35684,fs/tests/test_mkdir.py::test_mkdir,NIO,Accepted,https://github.com/chaosmail/python-fs/pull/9,
https://github.com/chaosmail/python-fs,2567922ced9387e327e65f3244caff3b7af35684,fs/tests/test_mkdir.py::test_mkdir,OD-Vic,Unmaintained,,latest commit 2022/02/27
https://github.com/chaosmail/python-fs,2567922ced9387e327e65f3244caff3b7af35684,fs/tests/test_mkdir.py::test_mkdir_recursive,NIO,Accepted,https://github.com/chaosmail/python-fs/pull/9,
https://github.com/chaosmail/python-fs,2567922ced9387e327e65f3244caff3b7af35684,fs/tests/test_rename.py::test_rename_directory,NIO,Accepted,https://github.com/chaosmail/python-fs/pull/9,
https://github.com/chaosmail/python-fs,2567922ced9387e327e65f3244caff3b7af35684,fs/tests/test_rename.py::test_rename_file,NIO,Accepted,https://github.com/chaosmail/python-fs/pull/9,
https://github.com/chaosmail/python-fs,2567922ced9387e327e65f3244caff3b7af35684,fs/tests/test_touch.py::test_touch_on_new_file,NIO,Accepted,https://github.com/chaosmail/python-fs/pull/9,
